,Unnamed: 0,book_name,author,rating_value,rating_num,price_buy_new,price_rent,category,details,rank,tag,tag_in,part_in,asin,asin_url
636,199,Programming TypeScript: Making Your JavaScript Applications Scale,Boris Cherny,4.6 out of 5,245 ratings,$29.49,Na,Programming,"Publisher : O'Reilly Media; 1st edition (May 23, 2019)
Language : English
Paperback : 324 pages
ISBN-10 : 1492037656
ISBN-13 : 978-1492037651
Item Weight : 1.1 pounds
Dimensions : 7.01 x 0.67 x 9.17 inches",,Na,Na,Na,1492037656,https://www.amazon.com/dp/1492037656/
637,200,Signals and Systems,Alan Oppenheim,4.3 out of 5,195 ratings,$213.32,$14.95,Hardware & DIY,"Publisher : Pearson; 2nd edition (August 6, 1996)
Language : English
Hardcover : 1000 pages
ISBN-10 : 0138147574
ISBN-13 : 978-0138147570
Item Weight : 3.59 pounds
Dimensions : 7.7 x 1.5 x 9.5 inches",,Na,Na,Part of: Prentice-Hall Signal Processing Series (2 books),0138147574,https://www.amazon.com/dp/0138147574/
638,201,Thinking Clearly with Data: A Guide to Quantitative Reasoning and Analysis,Ethan Bueno de Mesquita,4.4 out of 5,44 ratings,$28.49,Na,Databases & Big Data,"Publisher : Princeton University Press (November 16, 2021)
Language : English
Paperback : 400 pages
ISBN-10 : 0691214352
ISBN-13 : 978-0691214351
Reading age : 1 year and up
Item Weight : 1.55 pounds
Dimensions : 7 x 1 x 9.75 inches",Na,Na,Na,Na,0691214352,https://www.amazon.com/dp/0691214352/
639,202,G Suite For Dummies (For Dummies (Computer/Tech)),Paul McFedries,4.4 out of 5,223 ratings,$20.99,Na,Software,"Publisher : For Dummies; 1st edition (August 25, 2020)
Language : English
Paperback : 464 pages
ISBN-10 : 111974217X
ISBN-13 : 978-1119742173
Item Weight : 1.38 pounds
Dimensions : 7.2 x 1.2 x 9.2 inches",,Na,Na,Na,111974217X,https://www.amazon.com/dp/111974217X/
640,203,"Power Pivot and Power BI: The Excel User's Guide to DAX, Power Query, Power BI & Power Pivot in Excel 2010-2016",Avichal Singh,4.5 out of 5,873 ratings,$24.49,Na,Software,"Publisher : Holy Macro! Books; Second edition (December 1, 2021)
Language : English
Paperback : 308 pages
ISBN-10 : 1615470751
ISBN-13 : 978-1615470754
Item Weight : 1.64 pounds
Dimensions : 8.25 x 0.6 x 10.5 inches",Na,Na,Na,Na,1615470751,https://www.amazon.com/dp/1615470751/
641,204,Automate the Boring Stuff with Python: Practical Programming for Total Beginners,Al Sweigart,4.7 out of 5,"1,420 ratings",$45.00,Na,Programming,"Publisher : No Starch Press; 1st edition (May 1, 2015)
Language : English
Paperback : 504 pages
ISBN-10 : 1593275994
ISBN-13 : 978-1593275990
Item Weight : 2.14 pounds
Dimensions : 7 x 1.19 x 9.25 inches",Na,Na,Na,Na,1593275994,https://www.amazon.com/dp/1593275994/
642,205,Engineering Graphics Essentials 5th Edition (Including unique access code),Kirstie Plantenburg,4.5 out of 5,110 ratings,$59.31,$36.74,Home Improvement & Design,"Publisher : SDC Publications; 5th edition (September 22, 2016)
Language : English
Paperback : 624 pages
ISBN-10 : 1630570524
ISBN-13 : 978-1630570521
Item Weight : 16 ounces
Dimensions : 8.5 x 1.5 x 11 inches",,Na,Na,Na,1630570524,https://www.amazon.com/dp/1630570524/
643,206,C++ Programming: Program Design Including Data Structures (MindTap Course List),D. S. Malik,4.4 out of 5,169 ratings,$182.59,$47.41,Programming Languages,"Publisher : Cengage Learning; 8th edition (April 12, 2017)
Language : English
Paperback : 1728 pages
ISBN-10 : 1337117560
ISBN-13 : 978-1337117562
Item Weight : 5.45 pounds
Dimensions : 7.75 x 2.5 x 9.25 inches",,Na,Na,Na,1337117560,https://www.amazon.com/dp/1337117560/
644,207,ITIL(R) Foundation Essentials ITIL 4 Edition: The ultimate revision guide,Claire Agutter,4.5 out of 5,226 ratings,$13.00,Na,Social Sciences,"Publisher : Itgp; 2nd Two ed. edition (April 9, 2020)
Language : English
Paperback : 92 pages
ISBN-10 : 1787782131
ISBN-13 : 978-1787782136
Item Weight : 3.52 ounces
Dimensions : 5.08 x 0.19 x 7.8 inches",Na,Na,Na,Na,1787782131,https://www.amazon.com/dp/1787782131/
645,209,"CompTIA Network+ Certification All-in-One Exam Guide, Seventh Edition (Exam N10-007)",Mike Meyers,4.8 out of 5,"3,030 ratings",$45.98,Na,Networking & Cloud Computing,"Publisher : McGraw Hill; 7th edition (June 26, 2018)
Language : English
Hardcover : 960 pages
ISBN-10 : 1260122387
ISBN-13 : 978-1260122381
Item Weight : 3.44 pounds
Dimensions : 7.5 x 2.1 x 9.3 inches",,Na,Na,Na,1260122387,https://www.amazon.com/dp/1260122387/
646,210,Python for DevOps: Learn Ruthlessly Effective Automation,Noah Gift,4.5 out of 5,242 ratings,$35.99,Na,Operating Systems,"Publisher : O'Reilly Media; 1st edition (January 7, 2020)
Language : English
Paperback : 506 pages
ISBN-10 : 149205769X
ISBN-13 : 978-1492057697
Item Weight : 1.76 pounds
Dimensions : 7.01 x 1.02 x 9.17 inches",Na,Na,Na,Na,149205769X,https://www.amazon.com/dp/149205769X/
647,211,"The Art of Computer Programming, Vol. 1: Fundamental Algorithms, 3rd Edition",Donald Knuth,4.5 out of 5,167 ratings,$62.49,Na,Programming,"ASIN : 0201896834
Publisher : Addison-Wesley Professional; 3rd edition (July 7, 1997)
Language : English
Hardcover : 672 pages
ISBN-10 : 9780201896831
ISBN-13 : 978-0201896831
Item Weight : 2.5 pounds
Dimensions : 9.64 x 6.66 x 1.43 inches",,Na,Na,Part of: The Art of Computer Programming (6 books),0201896834,https://www.amazon.com/dp/0201896834/
648,212,Murach's JavaScript and jQuery (4th Edition),Mary Delamater,4.5 out of 5,88 ratings,$59.50,Na,Programming,"Publisher : Mike Murach & Associates; 4th edition (August 26, 2020)
Language : English
Paperback : 752 pages
ISBN-10 : 1943872627
ISBN-13 : 978-1943872626
Item Weight : 3.25 pounds
Dimensions : 7.75 x 1.5 x 9.75 inches",Na,Na,Na,Na,1943872627,https://www.amazon.com/dp/1943872627/
649,213,Linux Command Line and Shell Scripting Bible,Richard Blum,4.6 out of 5,217 ratings,$31.99,Na,Operating Systems,"Publisher : Wiley; 4th edition (January 13, 2021)
Language : English
Paperback : 832 pages
ISBN-10 : 1119700914
ISBN-13 : 978-1119700913
Item Weight : 3.21 pounds
Dimensions : 7.3 x 2.1 x 9.2 inches",Na,Na,Na,Na,1119700914,https://www.amazon.com/dp/1119700914/
650,214,"Digital Design: With an Introduction to the Verilog HDL, VHDL, and SystemVerilog",M. Morris Mano,4.4 out of 5,72 ratings,$148.52,$14.93,Computer Science,"ASIN : 0134549899
Publisher : Pearson; 6th edition (March 7, 2017)
Language : English
Hardcover : 720 pages
ISBN-10 : 9780134549897
ISBN-13 : 978-0134549897
Item Weight : 2.61 pounds
Dimensions : 7.1 x 1.1 x 9.3 inches",,Na,Na,Na,0134549899,https://www.amazon.com/dp/0134549899/
651,215,"Marketing Artificial Intelligence: AI, Marketing, and the Future of Business",Paul Roetzer,4.6 out of 5,19 ratings,$21.49,Na,Computer Science,"Publisher : Matt Holt (June 28, 2022)
Language : English
Hardcover : 256 pages
ISBN-10 : 1637740794
ISBN-13 : 978-1637740798
Item Weight : 14 ounces
Dimensions : 6.3 x 0.94 x 9.27 inches",Na,Na,Na,Na,1637740794,https://www.amazon.com/dp/1637740794/
652,216,You Look Like a Thing and I Love You: How Artificial Intelligence Works and Why It's Making the World a Weirder Place,Janelle Shane,4.6 out of 5,653 ratings,$15.99,Na,Computer Science,"Publisher : Voracious; Reprint edition (March 23, 2021)
Language : English
Paperback : 272 pages
ISBN-10 : 0316525227
ISBN-13 : 978-0316525220
Item Weight : 7.7 ounces
Dimensions : 5.55 x 1.15 x 8.25 inches",Na,Na,Na,Na,0316525227,https://www.amazon.com/dp/0316525227/
653,217,MCA Microsoft Certified Associate Azure Administrator Study Guide: Exam AZ-104,Rithin Skaria,4.4 out of 5,33 ratings,$32.99,Na,Networking & Cloud Computing,"Publisher : Sybex; 1st edition (April 20, 2022)
Language : English
Paperback : 592 pages
ISBN-10 : 1119705150
ISBN-13 : 978-1119705154
Item Weight : 2.2 pounds
Dimensions : 7.38 x 1.34 x 9.25 inches",Na,Na,Na,Na,1119705150,https://www.amazon.com/dp/1119705150/
654,218,"C++ High Performance: Master the art of optimizing the functioning of your C++ code, 2nd Edition",Bjorn Andrist,4.6 out of 5,124 ratings,$57.99,Na,Programming Languages,"Publisher : Packt Publishing; 2nd ed. edition (December 30, 2020)
Language : English
Paperback : 540 pages
ISBN-10 : 1839216549
ISBN-13 : 978-1839216541
Item Weight : 2.04 pounds
Dimensions : 7.5 x 1.22 x 9.25 inches",Na,Na,Na,Na,1839216549,https://www.amazon.com/dp/1839216549/
655,219,ColorWise: A Data Storyteller's Guide to the Intentional Use of Color,Kate Strachnyi,4.7 out of 5,13 ratings,$26.99,Na,Software,"Publisher : O'Reilly Media; 1st edition (December 20, 2022)
Language : English
Paperback : 165 pages
ISBN-10 : 1492097845
ISBN-13 : 978-1492097846
Item Weight : 10.9 ounces
Dimensions : 6 x 0.5 x 9 inches",Na,Na,Na,Na,1492097845,https://www.amazon.com/dp/1492097845/
656,220,Cloud Computing For Dummies,Judith S. Hurwitz,4.3 out of 5,135 ratings,$22.49,Na,Networking & Cloud Computing,"Publisher : For Dummies; 2nd edition (August 4, 2020)
Language : English
Paperback : 320 pages
ISBN-10 : 1119546656
ISBN-13 : 978-1119546658
Item Weight : 15.2 ounces
Dimensions : 7.2 x 0.8 x 9 inches",Na,Na,Na,Na,1119546656,https://www.amazon.com/dp/1119546656/
657,221,PCs For Dummies,Dan Gookin,4.3 out of 5,405 ratings,$16.49,Na,Operating Systems,"Publisher : For Dummies; 13th edition (December 2, 2015)
Language : English
Paperback : 368 pages
ISBN-10 : 1119041775
ISBN-13 : 978-1119041771
Reading age : 1 year and up
Item Weight : 1.49 pounds
Dimensions : 7.3 x 0.9 x 9.1 inches",Na,Na,Na,Na,1119041775,https://www.amazon.com/dp/1119041775/
658,222,"Modern Java in Action: Lambdas, streams, functional and reactive programming",Raoul-Gabriel Urma,4.5 out of 5,173 ratings,$54.99,Na,Programming,"Publisher : Manning; 2nd edition (November 15, 2018)
Language : English
Paperback : 592 pages
ISBN-10 : 1617293563
ISBN-13 : 978-1617293566
Item Weight : 2.41 pounds
Dimensions : 7.38 x 1.2 x 9.25 inches",Na,Na,Na,Na,1617293563,https://www.amazon.com/dp/1617293563/
659,223,Fusion 360 for Makers: Design Your Own Digital Models for 3D Printing and CNC Fabrication,Lydia Sloan Cline,4.4 out of 5,106 ratings,$20.49,Na,Engineering,"Publisher : Make Community, LLC; 2nd edition (August 3, 2021)
Language : English
Paperback : 328 pages
ISBN-10 : 1680456520
ISBN-13 : 978-1680456523
Item Weight : 1.45 pounds
Dimensions : 8.25 x 0.75 x 10.25 inches",Na,Na,Na,Na,1680456520,https://www.amazon.com/dp/1680456520/
660,224,Principles of Information Security (MindTap Course List),Michael E. Whitman,4.3 out of 5,24 ratings,$138.00,Na,Certification,"Publisher : Cengage Learning; 7th edition (June 27, 2021)
Language : English
Paperback : 752 pages
ISBN-10 : 035750643X
ISBN-13 : 978-0357506431
Item Weight : 2.7 pounds
Dimensions : 8.5 x 1 x 10.75 inches",Na,Na,Na,Na,035750643X,https://www.amazon.com/dp/035750643X/
661,225,Teach Yourself VISUALLY Microsoft 365 (Teach Yourself VISUALLY (Tech)),Paul McFedries,4.6 out of 5,36 ratings,$24.49,Na,Operating Systems,"Publisher : Wiley; 1st edition (May 17, 2022)
Language : English
Paperback : 352 pages
ISBN-10 : 1119893518
ISBN-13 : 978-1119893516
Item Weight : 1.5 pounds
Dimensions : 7.2 x 1 x 9 inches",Na,Na,Na,Na,1119893518,https://www.amazon.com/dp/1119893518/
662,226,"PowerPoint For Dummies, Office 2021 Edition (For Dummies: Computer/Tech)",Doug Lowe,4.4 out of 5,66 ratings,$21.99,Na,Software,"Publisher : For Dummies; 1st edition (November 19, 2021)
Language : English
Paperback : 400 pages
ISBN-10 : 1119829143
ISBN-13 : 978-1119829140
Item Weight : 1.2 pounds
Dimensions : 7.38 x 0.91 x 9.25 inches",Na,Na,Na,Na,1119829143,https://www.amazon.com/dp/1119829143/
663,227,"Principles of Computer Security: CompTIA Security+ and Beyond, Sixth Edition (Exam SY0-601)",Wm. Arthur Conklin,4.2 out of 5,17 ratings,$97.02,Na,Certification,"Publisher : McGraw Hill; 6th edition (October 29, 2021)
Language : English
Paperback : 1072 pages
ISBN-10 : 1260474313
ISBN-13 : 978-1260474312
Item Weight : 4.53 pounds
Dimensions : 8 x 1.5 x 10.5 inches",,Na,Na,Na,1260474313,https://www.amazon.com/dp/1260474313/
664,228,CompTIA Server+ Study Guide: Exam SK0-005,Troy McMillan,4.1 out of 5,8 ratings,$47.99,Na,Networking & Cloud Computing,"Publisher : Sybex; 2nd edition (September 27, 2022)
Language : English
Paperback : 608 pages
ISBN-10 : 1119891434
ISBN-13 : 978-1119891437
Item Weight : 1.9 pounds
Dimensions : 7.4 x 1.4 x 9.2 inches",,Na,Na,Na,1119891434,https://www.amazon.com/dp/1119891434/
665,229,Neural Networks and Deep Learning: A Textbook,Charu C. Aggarwal,4.5 out of 5,169 ratings,$69.72,Na,Computer Science,"Publisher : Springer; 1st ed. 2018 edition (September 13, 2018)
Language : English
Hardcover : 520 pages
ISBN-10 : 3319944622
ISBN-13 : 978-3319944623
Item Weight : 2.63 pounds
Dimensions : 7 x 1.13 x 10 inches",Na,Na,Na,Na,3319944622,https://www.amazon.com/dp/3319944622/
666,230,"Python Cookbook, Third Edition",David Beazley,4.6 out of 5,590 ratings,$51.48,Na,Programming,"Publisher : O'Reilly Media; 3rd edition (June 25, 2013)
Language : English
Paperback : 704 pages
ISBN-10 : 1449340377
ISBN-13 : 978-1449340377
Item Weight : 2.5 pounds
Dimensions : 7 x 1.41 x 9.19 inches",,Na,Na,Part of: Learning Python (7 books),1449340377,https://www.amazon.com/dp/1449340377/
667,231,Information Technology Project Management,Kathy Schwalbe,4.5 out of 5,354 ratings,$141.53,Na,Management & Leadership,"ASIN : 1337101354
Publisher : Cengage Learning; 9th edition (August 14, 2018)
Language : English
Paperback : 672 pages
ISBN-10 : 9781337101356
ISBN-13 : 978-1337101356
Item Weight : 2.1 pounds
Dimensions : 7.25 x 1 x 9 inches",,Na,Na,Na,1337101354,https://www.amazon.com/dp/1337101354/
668,232,Blender For Dummies,Jason van Gumster,4.4 out of 5,241 ratings,$25.99,Na,Graphics & Design,"Publisher : For Dummies; 4th edition (January 24, 2020)
Language : English
Paperback : 640 pages
ISBN-10 : 1119616964
ISBN-13 : 978-1119616962
Item Weight : 2.43 pounds
Dimensions : 7.2 x 1.8 x 9.1 inches",Na,Na,Na,Na,1119616964,https://www.amazon.com/dp/1119616964/
669,233,Nmap Network Scanning: The Official Nmap Project Guide to Network Discovery and Security Scanning,Gordon Fyodor Lyon,4.8 out of 5,401 ratings,$37.49,Na,Certification,"Publisher : Nmap Project; 12.2.2008 edition (January 1, 2009)
Language : English
Paperback : 464 pages
ISBN-10 : 0979958717
ISBN-13 : 978-0979958717
Item Weight : 1.8 pounds
Dimensions : 7.44 x 1.05 x 9.69 inches",Na,Na,Na,Na,0979958717,https://www.amazon.com/dp/0979958717/
670,234,Professional C++,Marc Gregoire,4.7 out of 5,110 ratings,$62.98,Na,Programming Languages,"Publisher : Wrox; 5th edition (February 24, 2021)
Language : English
Paperback : 1312 pages
ISBN-10 : 1119695406
ISBN-13 : 978-1119695400
Item Weight : 3.93 pounds
Dimensions : 7.4 x 1.7 x 9.2 inches",Na,Na,Na,Na,1119695406,https://www.amazon.com/dp/1119695406/
671,235,iMac For Dummies (For Dummies (Computer/Tech)),Mark L. Chambers,4.3 out of 5,94 ratings,$21.49,Na,Hardware & DIY,"Publisher : For Dummies; 11th edition (December 10, 2021)
Language : English
Paperback : 448 pages
ISBN-10 : 1119806666
ISBN-13 : 978-1119806660
Item Weight : 1.3 pounds
Dimensions : 7.38 x 1.01 x 9.25 inches",Na,#1 Best Seller,in Apple Programming,Na,1119806666,https://www.amazon.com/dp/1119806666/
672,236,"Data Strategy: How to Profit from a World of Big Data, Analytics and Artificial Intelligence",Bernard Marr,4.5 out of 5,32 ratings,$22.10,Na,Management & Leadership,"Publisher : Kogan Page; 2nd edition (October 26, 2021)
Language : English
Paperback : 272 pages
ISBN-10 : 1398602582
ISBN-13 : 978-1398602588
Item Weight : 14.6 ounces
Dimensions : 6.1 x 0.59 x 9.25 inches",Na,Na,Na,Na,1398602582,https://www.amazon.com/dp/1398602582/
673,237,Getting to Know ArcGIS Desktop,Michael Law,4.6 out of 5,380 ratings,$62.81,Na,Programming,"Publisher : Esri Press; Updated for ArcGIS Desktop 10.6 edition (March 23, 2018)
Language : English
Paperback : 600 pages
ISBN-10 : 1589485106
ISBN-13 : 978-1589485105
Item Weight : 4 pounds
Dimensions : 7.5 x 1.9 x 9 inches",,Na,Na,Part of: Getting to Know (7 books),1589485106,https://www.amazon.com/dp/1589485106/
674,238,Artificial Intelligence Basics: A Non-Technical Introduction,Tom Taulli,4.5 out of 5,89 ratings,$29.99,Na,Computer Science,"Publisher : Apress; 1st ed. edition (August 2, 2019)
Language : English
Paperback : 199 pages
ISBN-10 : 1484250273
ISBN-13 : 978-1484250273
Item Weight : 10.2 ounces
Dimensions : 6.1 x 0.46 x 9.25 inches",Na,Na,Na,Na,1484250273,https://www.amazon.com/dp/1484250273/
675,239,Technology for Success: Computer Concepts (MindTap Course List),Jennifer T. Campbell,4.4 out of 5,47 ratings,$75.46,$26.38,Software,"Publisher : Cengage Learning; 1st edition (May 28, 2020)
Language : English
ISBN-10 : 0357641000
ISBN-13 : 978-0357641002
Item Weight : 1.95 pounds
Dimensions : 8.5 x 1 x 10 inches",,Na,Na,Na,0357641000,https://www.amazon.com/dp/0357641000/
676,240,People Skills for Analytical Thinkers: Boost Your Communication and Advance Your Career - and Life,Gilbert Eijkelenboom,4.5 out of 5,215 ratings,$18.99,Na,Skills,"Publisher : MindSpeaking (September 26, 2020)
Language : English
Paperback : 168 pages
ISBN-10 : 9090336982
ISBN-13 : 978-9090336985
Item Weight : 8.1 ounces
Dimensions : 6 x 0.38 x 9 inches",Na,Na,Na,Na,9090336982,https://www.amazon.com/dp/9090336982/
677,241,Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS,Gareth Eagar,4.5 out of 5,63 ratings,$49.49,Na,Databases & Big Data,"Publisher : Packt Publishing (December 29, 2021)
Language : English
Paperback : 482 pages
ISBN-10 : 1800560419
ISBN-13 : 978-1800560413
Item Weight : 1.81 pounds
Dimensions : 7.5 x 1.09 x 9.25 inches",Na,Na,Na,Na,1800560419,https://www.amazon.com/dp/1800560419/
678,242,"The Simulation Hypothesis: An MIT Computer Scientist Shows Why AI, Quantum Physics, and Eastern Mystics All Agree We Are in a Video Game",Rizwan Virk,4.4 out of 5,775 ratings,$0.00,Na,Computer Science,Na,,Na,Na,Na,B07RWQ4GKK,https://www.amazon.com/dp/B07RWQ4GKK/
679,243,"Beginner's Guide to SOLIDWORKS 2022 - Level I: Parts, Assemblies, Drawings, PhotoView 360 and SimulationXpress",Alejandro Reyes,4.8 out of 5,5 ratings,$86.00,Na,Programming,"Publisher : SDC Publications; 1st edition (May 7, 2022)
Language : English
Paperback : 798 pages
ISBN-10 : 1630574651
ISBN-13 : 978-1630574659
Item Weight : 4.01 pounds
Dimensions : 11.02 x 1.57 x 8.58 inches",,#1 Best Seller,in Solid Works Software Programming,Na,1630574651,https://www.amazon.com/dp/1630574651/
680,244,"Machine Learning with R: Expert techniques for predictive modeling, 3rd Edition",Brett Lantz,4.6 out of 5,240 ratings,$37.99,Na,Computer Science,"Publisher : Packt Publishing; 3rd edition (April 15, 2019)
Language : English
Paperback : 458 pages
ISBN-10 : 1788295862
ISBN-13 : 978-1788295864
Item Weight : 1.72 pounds
Dimensions : 7.5 x 1.04 x 9.25 inches",Na,Na,Na,Na,1788295862,https://www.amazon.com/dp/1788295862/
681,245,"Hands-On Unity 2022 Game Development: Learn to use the latest Unity 2022 features to create your first video game in the simplest way possible, 3rd Edition",Nicolas Alejandro Borromeo,4.6 out of 5,26 ratings,$41.99,Na,Programming,"Publisher : Packt Publishing; 3rd ed. edition (October 31, 2022)
Language : English
Paperback : 712 pages
ISBN-10 : 1803236914
ISBN-13 : 978-1803236919
Item Weight : 2.66 pounds
Dimensions : 7.5 x 1.61 x 9.25 inches",Na,Na,Na,Na,1803236914,https://www.amazon.com/dp/1803236914/
