,book_name,author,rating_value,rating_num,price_buy_new,price_rent,category,details,rank,tag,tag_in,part_in
208,An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),Gareth James,4.8 out of 5,"1,838 ratings",$72.50,$16.09,Computer Science,"Publisher : Springer; 1st ed. 2013, Corr. 7th printing 2017 edition (June 25, 2013)
Language : English
Hardcover : 440 pages
ISBN-10 : 1461471370
ISBN-13 : 978-1461471370
Item Weight : 2.24 pounds
Dimensions : 6.25 x 0.85 x 9.25 inches",,Na,Na,Part of: Springer Texts in Statistics (105 books)
209,"CompTIA Network+ Certification All-in-One Exam Guide, Seventh Edition (Exam N10-007)",Mike Meyers,4.8 out of 5,"3,030 ratings",$45.98,Na,Networking & Cloud Computing,"Publisher : McGraw Hill; 7th edition (June 26, 2018)
Language : English
Hardcover : 960 pages
ISBN-10 : 1260122387
ISBN-13 : 978-1260122381
Item Weight : 3.44 pounds
Dimensions : 7.5 x 2.1 x 9.3 inches",,Na,Na,Na
210,Python for DevOps: Learn Ruthlessly Effective Automation,Noah Gift,4.5 out of 5,242 ratings,$35.99,Na,Operating Systems,"Publisher : O'Reilly Media; 1st edition (January 7, 2020)
Language : English
Paperback : 506 pages
ISBN-10 : 149205769X
ISBN-13 : 978-1492057697
Item Weight : 1.76 pounds
Dimensions : 7.01 x 1.02 x 9.17 inches",Na,Na,Na,Na
211,"The Art of Computer Programming, Vol. 1: Fundamental Algorithms, 3rd Edition",Donald Knuth,4.5 out of 5,167 ratings,$62.49,Na,Programming,"ASIN : 0201896834
Publisher : Addison-Wesley Professional; 3rd edition (July 7, 1997)
Language : English
Hardcover : 672 pages
ISBN-10 : 9780201896831
ISBN-13 : 978-0201896831
Item Weight : 2.5 pounds
Dimensions : 9.64 x 6.66 x 1.43 inches",,Na,Na,Part of: The Art of Computer Programming (6 books)
212,Murach's JavaScript and jQuery (4th Edition),Mary Delamater,4.5 out of 5,88 ratings,$59.50,Na,Programming,"Publisher : Mike Murach & Associates; 4th edition (August 26, 2020)
Language : English
Paperback : 752 pages
ISBN-10 : 1943872627
ISBN-13 : 978-1943872626
Item Weight : 3.25 pounds
Dimensions : 7.75 x 1.5 x 9.75 inches",Na,Na,Na,Na
213,Linux Command Line and Shell Scripting Bible,Richard Blum,4.6 out of 5,217 ratings,$31.99,Na,Operating Systems,"Publisher : Wiley; 4th edition (January 13, 2021)
Language : English
Paperback : 832 pages
ISBN-10 : 1119700914
ISBN-13 : 978-1119700913
Item Weight : 3.21 pounds
Dimensions : 7.3 x 2.1 x 9.2 inches",Na,Na,Na,Na
214,"Digital Design: With an Introduction to the Verilog HDL, VHDL, and SystemVerilog",M. Morris Mano,4.4 out of 5,72 ratings,$148.52,$14.93,Computer Science,"ASIN : 0134549899
Publisher : Pearson; 6th edition (March 7, 2017)
Language : English
Hardcover : 720 pages
ISBN-10 : 9780134549897
ISBN-13 : 978-0134549897
Item Weight : 2.61 pounds
Dimensions : 7.1 x 1.1 x 9.3 inches",,Na,Na,Na
215,"Marketing Artificial Intelligence: AI, Marketing, and the Future of Business",Paul Roetzer,4.6 out of 5,19 ratings,$21.49,Na,Computer Science,"Publisher : Matt Holt (June 28, 2022)
Language : English
Hardcover : 256 pages
ISBN-10 : 1637740794
ISBN-13 : 978-1637740798
Item Weight : 14 ounces
Dimensions : 6.3 x 0.94 x 9.27 inches",Na,Na,Na,Na
216,You Look Like a Thing and I Love You: How Artificial Intelligence Works and Why It's Making the World a Weirder Place,Janelle Shane,4.6 out of 5,653 ratings,$15.99,Na,Computer Science,"Publisher : Voracious; Reprint edition (March 23, 2021)
Language : English
Paperback : 272 pages
ISBN-10 : 0316525227
ISBN-13 : 978-0316525220
Item Weight : 7.7 ounces
Dimensions : 5.55 x 1.15 x 8.25 inches",Na,Na,Na,Na
217,MCA Microsoft Certified Associate Azure Administrator Study Guide: Exam AZ-104,Rithin Skaria,4.4 out of 5,33 ratings,$32.99,Na,Networking & Cloud Computing,"Publisher : Sybex; 1st edition (April 20, 2022)
Language : English
Paperback : 592 pages
ISBN-10 : 1119705150
ISBN-13 : 978-1119705154
Item Weight : 2.2 pounds
Dimensions : 7.38 x 1.34 x 9.25 inches",Na,Na,Na,Na
218,"C++ High Performance: Master the art of optimizing the functioning of your C++ code, 2nd Edition",Bjorn Andrist,4.6 out of 5,124 ratings,$57.99,Na,Programming Languages,"Publisher : Packt Publishing; 2nd ed. edition (December 30, 2020)
Language : English
Paperback : 540 pages
ISBN-10 : 1839216549
ISBN-13 : 978-1839216541
Item Weight : 2.04 pounds
Dimensions : 7.5 x 1.22 x 9.25 inches",Na,Na,Na,Na
219,ColorWise: A Data Storyteller's Guide to the Intentional Use of Color,Kate Strachnyi,4.7 out of 5,13 ratings,$26.99,Na,Software,"Publisher : O'Reilly Media; 1st edition (December 20, 2022)
Language : English
Paperback : 165 pages
ISBN-10 : 1492097845
ISBN-13 : 978-1492097846
Item Weight : 10.9 ounces
Dimensions : 6 x 0.5 x 9 inches",Na,Na,Na,Na
220,Cloud Computing For Dummies,Judith S. Hurwitz,4.3 out of 5,135 ratings,$22.49,Na,Networking & Cloud Computing,"Publisher : For Dummies; 2nd edition (August 4, 2020)
Language : English
Paperback : 320 pages
ISBN-10 : 1119546656
ISBN-13 : 978-1119546658
Item Weight : 15.2 ounces
Dimensions : 7.2 x 0.8 x 9 inches",Na,Na,Na,Na
221,PCs For Dummies,Dan Gookin,4.3 out of 5,405 ratings,$16.49,Na,Operating Systems,"Publisher : For Dummies; 13th edition (December 2, 2015)
Language : English
Paperback : 368 pages
ISBN-10 : 1119041775
ISBN-13 : 978-1119041771
Reading age : 1 year and up
Item Weight : 1.49 pounds
Dimensions : 7.3 x 0.9 x 9.1 inches",Na,Na,Na,Na
222,"Modern Java in Action: Lambdas, streams, functional and reactive programming",Raoul-Gabriel Urma,4.5 out of 5,173 ratings,$54.99,Na,Programming,"Publisher : Manning; 2nd edition (November 15, 2018)
Language : English
Paperback : 592 pages
ISBN-10 : 1617293563
ISBN-13 : 978-1617293566
Item Weight : 2.41 pounds
Dimensions : 7.38 x 1.2 x 9.25 inches",Na,Na,Na,Na
223,Fusion 360 for Makers: Design Your Own Digital Models for 3D Printing and CNC Fabrication,Lydia Sloan Cline,4.4 out of 5,106 ratings,$20.49,Na,Engineering,"Publisher : Make Community, LLC; 2nd edition (August 3, 2021)
Language : English
Paperback : 328 pages
ISBN-10 : 1680456520
ISBN-13 : 978-1680456523
Item Weight : 1.45 pounds
Dimensions : 8.25 x 0.75 x 10.25 inches",Na,Na,Na,Na
224,Principles of Information Security (MindTap Course List),Michael E. Whitman,4.3 out of 5,24 ratings,$138.00,Na,Certification,"Publisher : Cengage Learning; 7th edition (June 27, 2021)
Language : English
Paperback : 752 pages
ISBN-10 : 035750643X
ISBN-13 : 978-0357506431
Item Weight : 2.7 pounds
Dimensions : 8.5 x 1 x 10.75 inches",Na,Na,Na,Na
225,Teach Yourself VISUALLY Microsoft 365 (Teach Yourself VISUALLY (Tech)),Paul McFedries,4.6 out of 5,36 ratings,$24.49,Na,Operating Systems,"Publisher : Wiley; 1st edition (May 17, 2022)
Language : English
Paperback : 352 pages
ISBN-10 : 1119893518
ISBN-13 : 978-1119893516
Item Weight : 1.5 pounds
Dimensions : 7.2 x 1 x 9 inches",Na,Na,Na,Na
226,"PowerPoint For Dummies, Office 2021 Edition (For Dummies: Computer/Tech)",Doug Lowe,4.4 out of 5,66 ratings,$21.99,Na,Software,"Publisher : For Dummies; 1st edition (November 19, 2021)
Language : English
Paperback : 400 pages
ISBN-10 : 1119829143
ISBN-13 : 978-1119829140
Item Weight : 1.2 pounds
Dimensions : 7.38 x 0.91 x 9.25 inches",Na,Na,Na,Na
227,"Principles of Computer Security: CompTIA Security+ and Beyond, Sixth Edition (Exam SY0-601)",Wm. Arthur Conklin,4.2 out of 5,17 ratings,$97.02,Na,Certification,"Publisher : McGraw Hill; 6th edition (October 29, 2021)
Language : English
Paperback : 1072 pages
ISBN-10 : 1260474313
ISBN-13 : 978-1260474312
Item Weight : 4.53 pounds
Dimensions : 8 x 1.5 x 10.5 inches",,Na,Na,Na
228,CompTIA Server+ Study Guide: Exam SK0-005,Troy McMillan,4.1 out of 5,8 ratings,$47.99,Na,Networking & Cloud Computing,"Publisher : Sybex; 2nd edition (September 27, 2022)
Language : English
Paperback : 608 pages
ISBN-10 : 1119891434
ISBN-13 : 978-1119891437
Item Weight : 1.9 pounds
Dimensions : 7.4 x 1.4 x 9.2 inches",,Na,Na,Na
229,Neural Networks and Deep Learning: A Textbook,Charu C. Aggarwal,4.5 out of 5,169 ratings,$69.72,Na,Computer Science,"Publisher : Springer; 1st ed. 2018 edition (September 13, 2018)
Language : English
Hardcover : 520 pages
ISBN-10 : 3319944622
ISBN-13 : 978-3319944623
Item Weight : 2.63 pounds
Dimensions : 7 x 1.13 x 10 inches",Na,Na,Na,Na
230,"Python Cookbook, Third Edition",David Beazley,4.6 out of 5,590 ratings,$51.48,Na,Programming,"Publisher : O'Reilly Media; 3rd edition (June 25, 2013)
Language : English
Paperback : 704 pages
ISBN-10 : 1449340377
ISBN-13 : 978-1449340377
Item Weight : 2.5 pounds
Dimensions : 7 x 1.41 x 9.19 inches",,Na,Na,Part of: Learning Python (7 books)
231,Information Technology Project Management,Kathy Schwalbe,4.5 out of 5,354 ratings,$141.53,Na,Management & Leadership,"ASIN : 1337101354
Publisher : Cengage Learning; 9th edition (August 14, 2018)
Language : English
Paperback : 672 pages
ISBN-10 : 9781337101356
ISBN-13 : 978-1337101356
Item Weight : 2.1 pounds
Dimensions : 7.25 x 1 x 9 inches",,Na,Na,Na
232,Blender For Dummies,Jason van Gumster,4.4 out of 5,241 ratings,$25.99,Na,Graphics & Design,"Publisher : For Dummies; 4th edition (January 24, 2020)
Language : English
Paperback : 640 pages
ISBN-10 : 1119616964
ISBN-13 : 978-1119616962
Item Weight : 2.43 pounds
Dimensions : 7.2 x 1.8 x 9.1 inches",Na,Na,Na,Na
233,Nmap Network Scanning: The Official Nmap Project Guide to Network Discovery and Security Scanning,Gordon Fyodor Lyon,4.8 out of 5,401 ratings,$37.49,Na,Certification,"Publisher : Nmap Project; 12.2.2008 edition (January 1, 2009)
Language : English
Paperback : 464 pages
ISBN-10 : 0979958717
ISBN-13 : 978-0979958717
Item Weight : 1.8 pounds
Dimensions : 7.44 x 1.05 x 9.69 inches",Na,Na,Na,Na
234,Professional C++,Marc Gregoire,4.7 out of 5,110 ratings,$62.98,Na,Programming Languages,"Publisher : Wrox; 5th edition (February 24, 2021)
Language : English
Paperback : 1312 pages
ISBN-10 : 1119695406
ISBN-13 : 978-1119695400
Item Weight : 3.93 pounds
Dimensions : 7.4 x 1.7 x 9.2 inches",Na,Na,Na,Na
235,iMac For Dummies (For Dummies (Computer/Tech)),Mark L. Chambers,4.3 out of 5,94 ratings,$21.49,Na,Hardware & DIY,"Publisher : For Dummies; 11th edition (December 10, 2021)
Language : English
Paperback : 448 pages
ISBN-10 : 1119806666
ISBN-13 : 978-1119806660
Item Weight : 1.3 pounds
Dimensions : 7.38 x 1.01 x 9.25 inches",Na,#1 Best Seller,in Apple Programming,Na
236,"Data Strategy: How to Profit from a World of Big Data, Analytics and Artificial Intelligence",Bernard Marr,4.5 out of 5,32 ratings,$22.10,Na,Management & Leadership,"Publisher : Kogan Page; 2nd edition (October 26, 2021)
Language : English
Paperback : 272 pages
ISBN-10 : 1398602582
ISBN-13 : 978-1398602588
Item Weight : 14.6 ounces
Dimensions : 6.1 x 0.59 x 9.25 inches",Na,Na,Na,Na
237,Getting to Know ArcGIS Desktop,Michael Law,4.6 out of 5,380 ratings,$62.81,Na,Programming,"Publisher : Esri Press; Updated for ArcGIS Desktop 10.6 edition (March 23, 2018)
Language : English
Paperback : 600 pages
ISBN-10 : 1589485106
ISBN-13 : 978-1589485105
Item Weight : 4 pounds
Dimensions : 7.5 x 1.9 x 9 inches",,Na,Na,Part of: Getting to Know (7 books)
238,Artificial Intelligence Basics: A Non-Technical Introduction,Tom Taulli,4.5 out of 5,89 ratings,$29.99,Na,Computer Science,"Publisher : Apress; 1st ed. edition (August 2, 2019)
Language : English
Paperback : 199 pages
ISBN-10 : 1484250273
ISBN-13 : 978-1484250273
Item Weight : 10.2 ounces
Dimensions : 6.1 x 0.46 x 9.25 inches",Na,Na,Na,Na
239,Technology for Success: Computer Concepts (MindTap Course List),Jennifer T. Campbell,4.4 out of 5,47 ratings,$75.46,$26.38,Software,"Publisher : Cengage Learning; 1st edition (May 28, 2020)
Language : English
ISBN-10 : 0357641000
ISBN-13 : 978-0357641002
Item Weight : 1.95 pounds
Dimensions : 8.5 x 1 x 10 inches",,Na,Na,Na
240,People Skills for Analytical Thinkers: Boost Your Communication and Advance Your Career - and Life,Gilbert Eijkelenboom,4.5 out of 5,215 ratings,$18.99,Na,Skills,"Publisher : MindSpeaking (September 26, 2020)
Language : English
Paperback : 168 pages
ISBN-10 : 9090336982
ISBN-13 : 978-9090336985
Item Weight : 8.1 ounces
Dimensions : 6 x 0.38 x 9 inches",Na,Na,Na,Na
241,Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS,Gareth Eagar,4.5 out of 5,63 ratings,$49.49,Na,Databases & Big Data,"Publisher : Packt Publishing (December 29, 2021)
Language : English
Paperback : 482 pages
ISBN-10 : 1800560419
ISBN-13 : 978-1800560413
Item Weight : 1.81 pounds
Dimensions : 7.5 x 1.09 x 9.25 inches",Na,Na,Na,Na
242,"The Simulation Hypothesis: An MIT Computer Scientist Shows Why AI, Quantum Physics, and Eastern Mystics All Agree We Are in a Video Game",Rizwan Virk,4.4 out of 5,775 ratings,$0.00,Na,Computer Science,Na,,Na,Na,Na
243,"Beginner's Guide to SOLIDWORKS 2022 - Level I: Parts, Assemblies, Drawings, PhotoView 360 and SimulationXpress",Alejandro Reyes,4.8 out of 5,5 ratings,$86.00,Na,Programming,"Publisher : SDC Publications; 1st edition (May 7, 2022)
Language : English
Paperback : 798 pages
ISBN-10 : 1630574651
ISBN-13 : 978-1630574659
Item Weight : 4.01 pounds
Dimensions : 11.02 x 1.57 x 8.58 inches",,#1 Best Seller,in Solid Works Software Programming,Na
244,"Machine Learning with R: Expert techniques for predictive modeling, 3rd Edition",Brett Lantz,4.6 out of 5,240 ratings,$37.99,Na,Computer Science,"Publisher : Packt Publishing; 3rd edition (April 15, 2019)
Language : English
Paperback : 458 pages
ISBN-10 : 1788295862
ISBN-13 : 978-1788295864
Item Weight : 1.72 pounds
Dimensions : 7.5 x 1.04 x 9.25 inches",Na,Na,Na,Na
245,"Hands-On Unity 2022 Game Development: Learn to use the latest Unity 2022 features to create your first video game in the simplest way possible, 3rd Edition",Nicolas Alejandro Borromeo,4.6 out of 5,26 ratings,$41.99,Na,Programming,"Publisher : Packt Publishing; 3rd ed. edition (October 31, 2022)
Language : English
Paperback : 712 pages
ISBN-10 : 1803236914
ISBN-13 : 978-1803236919
Item Weight : 2.66 pounds
Dimensions : 7.5 x 1.61 x 9.25 inches",Na,Na,Na,Na
246,Adobe Photoshop Lightroom Classic For Dummies (For Dummies (Computer/Tech)),Rob Sylvan,4.5 out of 5,28 ratings,$29.49,Na,Graphics & Design,"Publisher : For Dummies; 2nd edition (April 15, 2022)
Language : English
Paperback : 400 pages
ISBN-10 : 1119873215
ISBN-13 : 978-1119873211
Item Weight : 1.45 pounds
Dimensions : 7.38 x 0.94 x 9.25 inches",Na,Na,Na,Na
247,HTML5 and CSS3 All-in-One For Dummies,Andy Harris,4.6 out of 5,506 ratings,$25.49,Na,Programming Languages,"ASIN : 1118289382
Publisher : For Dummies; 3rd edition (January 7, 2014)
Language : English
Paperback : 1104 pages
ISBN-10 : 9781118289389
ISBN-13 : 978-1118289389
Item Weight : 3.31 pounds
Dimensions : 7.4 x 2.3 x 9.2 inches",,#1 Best Seller,in Assembly Language Programming,Na
248,Kill It with Fire: Manage Aging Computer Systems (and Future Proof Modern Ones),Marianne Bellotti,4.6 out of 5,160 ratings,$14.39,Na,Hardware & DIY,"Publisher : No Starch Press (March 17, 2021)
Language : English
Paperback : 248 pages
ISBN-10 : 1718501188
ISBN-13 : 978-1718501188
Item Weight : 0.035 ounces
Dimensions : 6.06 x 0.68 x 9.06 inches",,Na,Na,Na
249,GPT-3: The Ultimate Guide To Building NLP Products With OpenAI API,Sandra Kublik,Na,Na,Na,Na,Computers & Technology,"ASIN : B0BVCN1XYX
Publisher : Packt Publishing; 1st edition (February 13, 2023)
Publication date : February 13, 2023
Language : English
File size : 11401 KB
Text-to-Speech : Enabled
Screen Reader : Supported
Enhanced typesetting : Enabled
X-Ray : Not Enabled
Word Wise : Not Enabled
Sticky notes : On Kindle Scribe
Print length : 150 pages",Na,#1 New Release,in Word Processing Books,Na
250,Database Design for Mere Mortals: 25th Anniversary Edition,Michael J Hernandez,4.7 out of 5,60 ratings,$43.49,$21.76,Programming,"Publisher : Addison-Wesley Professional; 4th edition (December 17, 2020)
Language : English
Paperback : 640 pages
ISBN-10 : 0136788041
ISBN-13 : 978-0136788041
Item Weight : 2.29 pounds
Dimensions : 7.4 x 1.32 x 9.15 inches",,Na,Na,Na
251,Technical Drawing with Engineering Graphics,Frederick Giesecke,4.5 out of 5,231 ratings,$106.62,$49.42,Graphics & Design,"ASIN : 0134306414
Publisher : Peachpit Press; 15th edition (July 8, 2016)
Language : English
Hardcover : 1024 pages
ISBN-10 : 9780134306414
ISBN-13 : 978-0134306414
Item Weight : 4.67 pounds
Dimensions : 8.8 x 1.6 x 11.6 inches",,Na,Na,Na
252,Data Visualization: A Practical Introduction,Kieran Healy,4.6 out of 5,206 ratings,$42.00,Na,Mathematics,"Publisher : Princeton University Press; 1st edition (December 18, 2018)
Language : English
Paperback : 296 pages
ISBN-10 : 0691181624
ISBN-13 : 978-0691181622
Item Weight : 1.6 pounds
Dimensions : 8 x 0.75 x 10 inches",Na,Na,Na,Na
253,TI-84 Plus CE Graphing Calculator For Dummies (For Dummies (Computer/Tech)),Jeff McCalla,4.2 out of 5,11 ratings,$25.49,Na,Mathematics,"Publisher : For Dummies; 3rd edition (September 14, 2022)
Language : English
Paperback : 320 pages
ISBN-10 : 1119887607
ISBN-13 : 978-1119887607
Item Weight : 1 pounds
Dimensions : 7.4 x 0.75 x 9.2 inches",Na,Na,Na,Na
254,Practical Object-Oriented Design: An Agile Primer Using Ruby,Sandi Metz,4.8 out of 5,156 ratings,$44.99,Na,Programming,"ASIN : 0134456475
Publisher : Addison-Wesley Professional; 2nd edition (August 22, 2018)
Language : English
Paperback : 288 pages
ISBN-10 : 9780134456478
ISBN-13 : 978-0134456478
Item Weight : 1.28 pounds
Dimensions : 6.95 x 0.8 x 9.05 inches",Na,Na,Na,Na
255,Residential Design Using Autodesk Revit 2022,Daniel John Stine,4.7 out of 5,26 ratings,$64.28,Na,Architecture,"Publisher : SDC Publications; 1st edition (July 3, 2021)
Language : English
Paperback : 690 pages
ISBN-10 : 1630574392
ISBN-13 : 978-1630574390
Item Weight : 3.48 pounds
Dimensions : 8.5 x 1.54 x 11.14 inches",Na,Na,Na,Na
256,The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick,4.7 out of 5,869 ratings,$16.95,Na,Management & Leadership,"Publisher : Wiley; 1st edition (October 17, 2003)
Language : English
Paperback : 368 pages
ISBN-10 : 076454280X
ISBN-13 : 978-0764542800
Item Weight : 15.2 ounces
Dimensions : 6 x 1 x 0 inches",Na,Na,Na,Na
257,Master Your Data with Power Query in Excel and Power BI: Leveraging Power Query to Get & Transform Your Task Flow,Miguel Escobar,4.6 out of 5,113 ratings,$19.39,Na,Software,"Publisher : Holy Macro! Books; Second edition (July 1, 2019)
Language : English
Paperback : 369 pages
ISBN-10 : 1615470581
ISBN-13 : 978-1615470587
Item Weight : 1.45 pounds
Dimensions : 8.25 x 0.8 x 10.75 inches",Na,Na,Na,Na
258,"Python GUI Programming with Tkinter: Design and build functional and user-friendly GUI applications, 2nd Edition",Alan D. Moore,4.4 out of 5,70 ratings,$39.99,Na,Programming,"Publisher : Packt Publishing; 2nd ed. edition (October 28, 2021)
Language : English
Paperback : 664 pages
ISBN-10 : 1801815925
ISBN-13 : 978-1801815925
Item Weight : 2.48 pounds
Dimensions : 7.5 x 1.5 x 9.25 inches",Na,Na,Na,Na
259,Python For Dummies,Stef Maruch,4.3 out of 5,338 ratings,$17.72,Na,Programming,"Publisher : For Dummies; 1st edition (September 14, 2006)
Language : English
Paperback : 432 pages
ISBN-10 : 0471778648
ISBN-13 : 978-0471778646
Item Weight : 1.35 pounds
Dimensions : 7.3 x 1.4 x 9.1 inches",Na,Na,Na,Na
260,Fundamentals of Database Systems,Ramez Elmasri,4.3 out of 5,131 ratings,$165.32,$21.46,Networking & Cloud Computing,"Publisher : Pearson; 7th edition (June 8, 2015)
Language : English
Hardcover : 1280 pages
ISBN-10 : 0133970779
ISBN-13 : 978-0133970777
Item Weight : 4.06 pounds
Dimensions : 7.8 x 1.95 x 9.45 inches",,Na,Na,Na
261,Statistical Analysis with R For Dummies (For Dummies (Computers)),Joseph Schmuller,4.6 out of 5,285 ratings,$19.59,Na,Software,"ASIN : 1119337062
Publisher : For Dummies; 1st edition (March 20, 2017)
Language : English
Paperback : 464 pages
ISBN-10 : 9781119337065
ISBN-13 : 978-1119337065
Item Weight : 1.34 pounds
Dimensions : 7.4 x 1.1 x 9.1 inches",Na,Na,Na,Na
262,"Discovering Computers ©2018: Digital Technology, Data, and Devices",Misty E. Vermaat,4.3 out of 5,427 ratings,$130.29,$17.29,Operating Systems,"ASIN : 1337285102
Publisher : Cengage Learning; 16th edition (March 6, 2017)
Language : English
Paperback : 736 pages
ISBN-10 : 9781337285100
ISBN-13 : 978-1337285100
Lexile measure : 1230L
Item Weight : 2.4 pounds
Dimensions : 8.25 x 0.75 x 10.5 inches",,Na,Na,Na
263,The Little Typer (The MIT Press),Daniel P. Friedman,4.7 out of 5,63 ratings,$38.00,Na,Programming,"Publisher : The MIT Press; Illustrated edition (September 18, 2018)
Language : English
Paperback : 424 pages
ISBN-10 : 0262536439
ISBN-13 : 978-0262536431
Reading age : 18 years and up
Item Weight : 1.4 pounds
Dimensions : 7 x 0.74 x 9 inches",Na,Na,Na,Na
264,Search Engine Optimization All-in-One For Dummies (For Dummies (Business & Personal Finance)),Bruce Clay,4.6 out of 5,18 ratings,$29.99,Na,Networking & Cloud Computing,"Publisher : For Dummies; 4th edition (February 23, 2022)
Language : English
Paperback : 768 pages
ISBN-10 : 1119837499
ISBN-13 : 978-1119837497
Item Weight : 2.15 pounds
Dimensions : 7.38 x 1.73 x 9.25 inches",Na,Na,Na,Na
265,"SOLIDWORKS 2022 Basic Tools: Getting started with Parts, Assemblies and Drawings",Paul Tran,4.6 out of 5,6 ratings,$80.64,Na,Programming,"Publisher : SDC Publications; 1st edition (February 12, 2022)
Language : English
Paperback : 684 pages
ISBN-10 : 1630574643
ISBN-13 : 978-1630574642
Item Weight : 3.44 pounds
Dimensions : 11.18 x 1.42 x 8.54 inches",Na,Na,Na,Na
266,Computer Programming for Absolute Beginners: Learn essential computer science concepts and coding techniques to kick-start your programming career,Joakim Wassberg,4.4 out of 5,86 ratings,$36.99,Na,Programming,"Publisher : Packt Publishing (July 31, 2020)
Language : English
Paperback : 430 pages
ISBN-10 : 1839216867
ISBN-13 : 978-1839216862
Item Weight : 0.057 ounces
Dimensions : 7.5 x 0.97 x 9.25 inches",Na,Na,Na,Na
267,CCT/CCNA Routing and Switching All-in-One Exam Guide (Exams 100-490 & 200-301),Glen E Clarke,4.6 out of 5,173 ratings,$39.99,Na,Networking & Cloud Computing,"Publisher : McGraw Hill; 1st edition (January 13, 2021)
Language : English
Hardcover : 816 pages
ISBN-10 : 1260469778
ISBN-13 : 978-1260469776
Item Weight : 3.55 pounds
Dimensions : 7.7 x 1.8 x 9.3 inches",,Na,Na,Part of: All-in-One (17 books)
268,Algorithms for Optimization (The MIT Press),Mykel J. Kochenderfer,4.7 out of 5,100 ratings,$85.00,Na,Computer Science,"Publisher : The MIT Press; Illustrated edition (March 12, 2019)
Language : English
Hardcover : 520 pages
ISBN-10 : 0262039427
ISBN-13 : 978-0262039420
Reading age : 18 years and up
Item Weight : 2.95 pounds
Dimensions : 9.1 x 8.1 x 1.1 inches",Na,Na,Na,Na
269,Make Your Own Neural Network,Tariq Rashid,4.4 out of 5,905 ratings,$44.98,Na,Computer Science,"Publisher : CreateSpace Independent Publishing Platform; 1st edition (March 31, 2016)
Language : English
Paperback : 222 pages
ISBN-10 : 1530826608
ISBN-13 : 978-1530826605
Item Weight : 1.61 pounds
Dimensions : 8.5 x 0.58 x 11 inches",Na,Na,Na,Na
270,Algorithms Illuminated: Omnibus Edition,Tim Roughgarden,5 out of 5,7 ratings,$59.97,Na,Programming,"Publisher : SOUNDLIKEYOURSELF PUBLISHING; 1st edition (September 15, 2022)
Language : English
Hardcover : 690 pages
ISBN-10 : 0999282980
ISBN-13 : 978-0999282984
Item Weight : 3.55 pounds
Dimensions : 7.5 x 1.75 x 10.5 inches",Na,Na,Na,Na
271,Learning React: Modern Patterns for Developing React Apps,Alex Banks,4.3 out of 5,193 ratings,$28.01,Na,Programming,"Publisher : O'Reilly Media; 2nd edition (July 7, 2020)
Language : English
Paperback : 310 pages
ISBN-10 : 1492051721
ISBN-13 : 978-1492051725
Item Weight : 1.09 pounds
Dimensions : 7.01 x 0.65 x 9.17 inches",Na,Na,Na,Na
272,AWS Certified Solutions Architect Associate Training Notes,Neal Davis,4.6 out of 5,436 ratings,$24.99,Na,Networking & Cloud Computing,"ASIN : B08RRGMQMH
Publisher : Independently published (December 17, 2020)
Language : English
Paperback : 321 pages
ISBN-13 : 979-8582802945
Item Weight : 1.23 pounds
Dimensions : 7 x 0.73 x 10 inches",,Na,Na,Na
273,Algorithm Design,Jon Kleinberg,4.3 out of 5,361 ratings,$154.66,$18.05,Programming,"ASIN : 0321295358
Publisher : Pearson; 1st edition (March 16, 2005)
Language : English
Hardcover : 864 pages
ISBN-10 : 9780321295354
ISBN-13 : 978-0321295354
Item Weight : 3.46 pounds
Dimensions : 9 x 8 x 1.25 inches",,Na,Na,Na
274,"Introduction to Java Programming and Data Structures, Comprehensive Version",Y. Liang,4.3 out of 5,277 ratings,$193.32,$14.99,Programming Languages,"ASIN : 0134670949
Publisher : Pearson; 11th edition (March 1, 2017)
Language : English
Paperback : 1232 pages
ISBN-10 : 9780134670942
ISBN-13 : 978-0134670942
Item Weight : 4.28 pounds
Dimensions : 1.6 x 7.9 x 10.1 inches",,Na,Na,Na
275,"Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars, LEGO, and Rubber Ducks",Will Kurt,4.6 out of 5,499 ratings,$34.95,Na,Mathematics,"Publisher : No Starch Press; Illustrated edition (July 9, 2019)
Language : English
Paperback : 256 pages
ISBN-10 : 1593279566
ISBN-13 : 978-1593279561
Item Weight : 1.1 pounds
Dimensions : 7 x 0.66 x 9.25 inches",Na,Na,Na,Na
276,Ethical Hacking: A Hands-on Introduction to Breaking In,Daniel G. Graham,4.8 out of 5,109 ratings,$32.99,Na,Networking & Cloud Computing,"Publisher : No Starch Press (November 2, 2021)
Language : English
Paperback : 376 pages
ISBN-10 : 1718501870
ISBN-13 : 978-1718501874
Item Weight : 13 ounces
Dimensions : 7 x 0.9 x 9.25 inches",Na,Na,Na,Na
