,book_name,author,rating_value,rating_num,price_buy_new,price_rent,category,details,rank,tag,tag_in,part_in
137,Concurrency in Go: Tools and Techniques for Developers,Katherine Cox-Buday,4.5 out of 5,182 ratings,$42.01,Na,Programming,"Publisher : O'Reilly Media; 1st edition (September 5, 2017)
Language : English
Paperback : 236 pages
ISBN-10 : 1491941197
ISBN-13 : 978-1491941195
Item Weight : 1.47 pounds
Dimensions : 7 x 0.5 x 9.1 inches",Na,Na,Na,Na
138,Introduction to Modern Cryptography: Third Edition (Chapman & Hall/CRC Cryptography and Network Security Series),Jonathan Katz,4.7 out of 5,19 ratings,$91.75,$14.83,Mathematics,"Publisher : Chapman and Hall/CRC; 3rd edition (December 21, 2020)
Language : English
Hardcover : 628 pages
ISBN-10 : 0815354363
ISBN-13 : 978-0815354369
Item Weight : 2.38 pounds
Dimensions : 6.5 x 1.6 x 9.4 inches",,Na,Na,Part of: Chapman & Hall/CRC Cryptography and Network Security Series (42 books)
139,"EXCEL 2023: A Complete Beginner to Expert illustrative Guide | Master all the Formulas, Functions, and Shortcuts in less than 10 minutes per Day with Practical Examples and Step-by-Step Tutorials",Jamie Keet,4.8 out of 5,272 ratings,$15.62,Na,Programming,"ASIN : B0BFS1F33M
Publisher : Independently published (September 19, 2022)
Language : English
Paperback : 137 pages
ISBN-13 : 979-8353574064
Item Weight : 11.6 ounces
Dimensions : 8 x 0.31 x 10 inches",Na,Na,Na,Na
140,Guide to Networking Essentials (MindTap Course List),Greg Tomsho,4.5 out of 5,98 ratings,$91.67,$14.48,Networking & Cloud Computing,"Publisher : Cengage Learning; 8th edition (July 10, 2019)
Language : English
Paperback : 638 pages
ISBN-10 : 0357118286
ISBN-13 : 978-0357118283
Item Weight : 2.9 pounds
Dimensions : 7.25 x 1.25 x 8.75 inches",,Na,Na,Part of: MindTap Course List (1 books)
141,Pro Git,Scott Chacon,4.5 out of 5,"2,301 ratings",Na,Na,Computers & Technology,"ASIN : B01ISNIKES
Publisher : Apress; 2nd edition (November 18, 2014)
Publication date : November 18, 2014
Language : English
File size : 5978 KB
Text-to-Speech : Enabled
Screen Reader : Supported
Enhanced typesetting : Enabled
X-Ray : Not Enabled
Word Wise : Not Enabled
Sticky notes : On Kindle Scribe
Print length : 458 pages",Na,Na,Na,Na
142,R Graphics Cookbook: Practical Recipes for Visualizing Data,Winston Chang,4.5 out of 5,83 ratings,$60.04,Na,Mathematics,"Publisher : O'Reilly Media; 2nd edition (November 30, 2018)
Language : English
Paperback : 444 pages
ISBN-10 : 1491978600
ISBN-13 : 978-1491978603
Item Weight : 1.55 pounds
Dimensions : 6.7 x 1 x 9.1 inches",,Na,Na,Na
143,The Annotated Turing: A Guided Tour Through Alan Turing's Historic Paper on Computability and the Turing Machine,Charles Petzold,4.6 out of 5,358 ratings,$29.99,Na,Computer Science,"Publisher : Wiley; 1st edition (June 16, 2008)
Language : English
Paperback : 384 pages
ISBN-10 : 0470229055
ISBN-13 : 978-0470229057
Item Weight : 1.1 pounds
Dimensions : 5.9 x 0.9 x 8.8 inches",,Na,Na,Na
144,"AP® Computer Science Principles Crash Course, 2nd Ed., Book + Online: Get a Higher Score in Less Time (Advanced Placement (AP) Crash Course)",Jacqueline Corricelli,4.3 out of 5,28 ratings,$12.99,Na,Internet & Social Media,"Publisher : Research & Education Association; Second Edition, Revised (March 5, 2021)
Language : English
Paperback : 336 pages
ISBN-10 : 0738612650
ISBN-13 : 978-0738612652
Grade level : 10 - 12
Item Weight : 14.4 ounces
Dimensions : 6 x 1 x 8.9 inches",Na,Na,Na,Na
145,Building Evolutionary Architectures,Neal Ford,4.4 out of 5,4 ratings,Na,Na,Computers & Technology,"ASIN : B0BN4T1P27
Publisher : O'Reilly Media; 2nd edition (November 22, 2022)
Publication date : November 22, 2022
Language : English
File size : 19314 KB
Simultaneous device usage : Unlimited
Text-to-Speech : Enabled
Screen Reader : Supported
Enhanced typesetting : Enabled
X-Ray : Not Enabled
Word Wise : Not Enabled
Sticky notes : Not Enabled
Print length : 262 pages",Na,Na,Na,Na
146,Agile Estimating and Planning,Mike Cohn,4.6 out of 5,523 ratings,$51.70,Na,Programming,"ASIN : 0131479415
Publisher : Pearson; 1st edition (November 1, 2005)
Language : English
Paperback : 368 pages
ISBN-10 : 9780131479418
ISBN-13 : 978-0131479418
Item Weight : 1.32 pounds
Dimensions : 7 x 1 x 9.15 inches",,Na,Na,Part of: Robert C. Martin (14 books)
147,Illustrated MicrosoftOffice 365 & Office 2019 Introductory (MindTap Course List),David W. Beskeen,4.5 out of 5,110 ratings,$125.35,$20.13,Programming,"Publisher : Cengage Learning; 1st edition (March 13, 2019)
Language : English
Paperback : 664 pages
ISBN-10 : 0357025679
ISBN-13 : 978-0357025673
Item Weight : 2.2 pounds
Dimensions : 8.5 x 0.75 x 10.75 inches",,Na,Na,Na
148,Hack the Cybersecurity Interview: A complete interview preparation guide for jumpstarting your cybersecurity career,Ken Underhill,4.7 out of 5,37 ratings,$34.99,Na,Internet & Social Media,"Publisher : Packt Publishing (July 27, 2022)
Language : English
Paperback : 260 pages
ISBN-10 : 1801816638
ISBN-13 : 978-1801816632
Item Weight : 1 pounds
Dimensions : 7.5 x 0.59 x 9.25 inches",Na,Na,Na,Na
149,"R Cookbook: Proven Recipes for Data Analysis, Statistics, and Graphics",JD Long,4.6 out of 5,109 ratings,$69.99,Na,Programming,"Publisher : O'Reilly Media; 2nd edition (July 16, 2019)
Language : English
Paperback : 600 pages
ISBN-10 : 1492040681
ISBN-13 : 978-1492040682
Item Weight : 2.08 pounds
Dimensions : 7 x 1.21 x 9.19 inches",,Na,Na,Na
150,ITIL® 4 Essentials: Your essential guide for the ITIL 4 Foundation exam and beyond,IT Governance,4.5 out of 5,82 ratings,$39.99,Na,Industries,"Publisher : It Governance Publishing; 2nd edition (April 28, 2020)
Language : English
Paperback : 224 pages
ISBN-10 : 1787782182
ISBN-13 : 978-1787782181
Item Weight : 9.5 ounces
Dimensions : 5.5 x 0.48 x 8.5 inches",Na,Na,Na,Na
151,"Sscp Systems Security Certified Practitioner All-In-One Exam Guide, Third Edition",Darril Gibson,4.6 out of 5,176 ratings,$48.62,Na,Certification,"Publisher : McGraw Hill; 3rd edition (November 1, 2018)
Language : English
Paperback : 640 pages
ISBN-10 : 1260128709
ISBN-13 : 978-1260128703
Item Weight : 2.4 pounds
Dimensions : 7.3 x 1.4 x 9.1 inches",,Na,Na,Na
152,Drawn to Life: 20 Golden Years of Disney Master Classes: Volume 1: The Walt Stanchfield Lectures,Walt Stanchfield,4.7 out of 5,618 ratings,$42.95,Na,Humanities,"Publisher : Focal Press (April 6, 2009)
Language : English
Paperback : 403 pages
ISBN-10 : 0240810961
ISBN-13 : 978-0240810966
Reading age : 1 year and up
Item Weight : 2.99 pounds
Dimensions : 10.8 x 8.4 x 1 inches",Na,Na,Na,Book 1 of 2: Walt Stanchfield Lectures
153,"GO! with Microsoft Office 365, Excel 2019 Comprehensive",Shelley Gaskin,3.7 out of 5,37 ratings,$173.32,Na,Software,"Publisher : Pearson; 1st edition (March 11, 2019)
Language : English
Paperback : 784 pages
ISBN-10 : 0135442680
ISBN-13 : 978-0135442685
Item Weight : 3.05 pounds
Dimensions : 9.3 x 1.7 x 10.8 inches",,Na,Na,Na
154,Murach's C++ Programming (2nd Edition),Murach,5 out of 5,8 ratings,$59.50,Na,Programming,"Publisher : Mike Murach & Associates; 2nd edition (April 22, 2022)
Language : English
Paperback : 800 pages
ISBN-10 : 1943872961
ISBN-13 : 978-1943872961
Item Weight : 3.52 pounds
Dimensions : 7.75 x 1.75 x 9.75 inches",Na,Na,Na,Na
155,Hands-on Rust: Effective Learning through 2D Game Development and Play,Herbert Wolverson,4.7 out of 5,85 ratings,$38.49,Na,Programming,"Publisher : Pragmatic Bookshelf; 1st edition (August 3, 2021)
Language : English
Paperback : 344 pages
ISBN-10 : 1680508164
ISBN-13 : 978-1680508161
Item Weight : 1.3 pounds
Dimensions : 7.56 x 0.87 x 9.21 inches",Na,Na,Na,Na
156,"Killer Visual Strategies: Engage Any Audience, Improve Comprehension, and Get Amazing Results Using Visual Communication",Amy Balliett,4.5 out of 5,227 ratings,$28.39,Na,Management & Leadership,"Publisher : Wiley; 1st edition (June 30, 2020)
Language : English
Paperback : 240 pages
ISBN-10 : 1119680220
ISBN-13 : 978-1119680222
Item Weight : 1.45 pounds
Dimensions : 8.9 x 0.7 x 8.9 inches",Na,Na,Na,Na
157,FORCE: Dynamic Life Drawing: 10th Anniversary Edition (Force Drawing Series),Mike Mattesi,4.6 out of 5,294 ratings,$64.69,$31.06,History & Criticism,"Publisher : CRC Press; 3rd edition (March 29, 2017)
Language : English
Paperback : 211 pages
ISBN-10 : 1138919578
ISBN-13 : 978-1138919570
Item Weight : 1.84 pounds
Dimensions : 8.4 x 0.6 x 10.9 inches",,Na,Na,Part of: Force Drawing (5 books)
158,Murach's Java Programming (6th Edition),Joel Murach,4.7 out of 5,22 ratings,$59.50,$29.75,Programming,"Publisher : Mike Murach & Associates; 6th edition (January 14, 2022)
Language : English
Paperback : 704 pages
ISBN-10 : 1943872872
ISBN-13 : 978-1943872879
Item Weight : 3.1 pounds
Dimensions : 8 x 1.5 x 9.9 inches",,Na,Na,Na
159,CompTIA Security+ Get Certified Get Ahead: SY0-501 Study Guide,Darril Gibson,4.7 out of 5,"4,563 ratings",$17.01,Na,Certification,"Publisher : YCDA, LLC; 4th edition (October 12, 2017)
Language : English
Paperback : 608 pages
ISBN-10 : 1939136059
ISBN-13 : 978-1939136053
Item Weight : 2.35 pounds
Dimensions : 7 x 1.37 x 10 inches",,Na,Na,Na
160,Shelly Cashman Series MicrosoftOffice 365 & Office 2019 Intermediate (MindTap Course List),Sandra Cable,4.2 out of 5,29 ratings,$145.50,$36.63,Software,"Publisher : Cengage Learning; 1st edition (July 10, 2019)
Language : English
Paperback : 976 pages
ISBN-10 : 0357359968
ISBN-13 : 978-0357359969
Lexile measure : 1150L
Item Weight : 4.8 pounds
Dimensions : 8.5 x 1.5 x 10.75 inches",,Na,Na,Na
161,"Google BigQuery: The Definitive Guide: Data Warehousing, Analytics, and Machine Learning at Scale",Valliappa Lakshmanan,4.5 out of 5,113 ratings,$29.99,Na,Industries,"Publisher : O'Reilly Media; 1st edition (November 19, 2019)
Language : English
Paperback : 522 pages
ISBN-10 : 1492044466
ISBN-13 : 978-1492044468
Item Weight : 1.81 pounds
Dimensions : 7.01 x 1 x 9.17 inches",Na,Na,Na,Na
162,"Learning Agile: Understanding Scrum, XP, Lean, and Kanban",Andrew Stellman,4.6 out of 5,304 ratings,$40.99,Na,Management & Leadership,"Publisher : O'Reilly Media; 1st edition (December 10, 2013)
Language : English
Paperback : 417 pages
ISBN-10 : 1449331920
ISBN-13 : 978-1449331924
Item Weight : 1.48 pounds
Dimensions : 7 x 0.95 x 9.19 inches",,Na,Na,Na
163,Data Engineering with Python: Work with massive datasets to design data models and automate data pipelines using Python,Paul Crickard,4.1 out of 5,111 ratings,$37.99,Na,Databases & Big Data,"Publisher : Packt Publishing (October 23, 2020)
Language : English
Paperback : 356 pages
ISBN-10 : 183921418X
ISBN-13 : 978-1839214189
Item Weight : 1.35 pounds
Dimensions : 7.5 x 0.81 x 9.25 inches",Na,Na,Na,Na
164,Financial Analysis with Microsoft Excel,Timothy R. Mayes,4.3 out of 5,36 ratings,$108.49,$46.29,Software,"Publisher : Cengage Learning; 9th edition (January 22, 2020)
Language : English
Paperback : 560 pages
ISBN-10 : 0357442059
ISBN-13 : 978-0357442050
Item Weight : 2.25 pounds
Dimensions : 8 x 0.75 x 10 inches",,Na,Na,Na
165,Getting to Know ArcGIS Desktop 10.8,Michael Law,4.3 out of 5,20 ratings,$71.55,Na,Programming,"Publisher : Esri Press; Sixth edition (July 5, 2022)
Language : English
Paperback : 704 pages
ISBN-10 : 1589485777
ISBN-13 : 978-1589485778
Item Weight : 3.35 pounds
Dimensions : 7.5 x 1.5 x 8.75 inches",Na,Na,Na,Part of: Getting to Know (7 books)
166,OCP Oracle Certified Professional Java SE 17 Developer Certification Kit: Exam 1Z0-829,Jeanne Boyarsky,5 out of 5,8 ratings,$70.19,Na,Programming,"Publisher : Sybex; 1st edition (September 21, 2022)
Language : English
ISBN-10 : 111986464X
ISBN-13 : 978-1119864646
Item Weight : 5.6 pounds
Dimensions : 7.4 x 3.6 x 9.3 inches",,Na,Na,Na
167,Structure and Interpretation of Computer Programs: JavaScript Edition (MIT Electrical Engineering and Computer Science),Martin Henz,4.5 out of 5,47 ratings,$55.00,Na,Web Development & Design,"Publisher : The MIT Press (April 12, 2022)
Language : English
Paperback : 640 pages
ISBN-10 : 0262543230
ISBN-13 : 978-0262543231
Item Weight : 2.35 pounds
Dimensions : 7 x 1.19 x 10.06 inches",Na,Na,Na,Part of: MIT Electrical Engineering and Computer Science (1 books)
168,"Fundamentals of Machine Learning for Predictive Data Analytics, second edition: Algorithms, Worked Examples, and Case Studies",John D. Kelleher,4.9 out of 5,55 ratings,$80.00,Na,Computer Science,"Publisher : The MIT Press; 2nd edition (October 20, 2020)
Language : English
Hardcover : 856 pages
ISBN-10 : 0262044692
ISBN-13 : 978-0262044691
Item Weight : 3.8 pounds
Dimensions : 7.81 x 1.31 x 9.56 inches",,Na,Na,Na
169,Adobe Photoshop CC For Dummies (For Dummies (Computer/Tech)),Peter Bauer,4.3 out of 5,99 ratings,$28.99,Na,Graphics & Design,"Publisher : For Dummies; 3rd edition (February 3, 2021)
Language : English
Paperback : 432 pages
ISBN-10 : 1119711770
ISBN-13 : 978-1119711773
Item Weight : 1.56 pounds
Dimensions : 7.4 x 1.1 x 9.2 inches",Na,Na,Na,Na
170,Fundamentals of Information Systems Security,David Kim,5 out of 5,9 ratings,$90.24,$13.98,Medicine & Health Sciences,"Publisher : Jones & Bartlett Learning; 4th edition (December 24, 2021)
Language : English
Paperback : 550 pages
ISBN-10 : 1284220737
ISBN-13 : 978-1284220735
Item Weight : 2.06 pounds
Dimensions : 7.32 x 1.42 x 9.06 inches",,Na,Na,Na
171,"Data Mining for Business Analytics: Concepts, Techniques, and Applications with XLMiner",Peter C. Bruce,4.1 out of 5,148 ratings,$144.49,$57.48,Mathematics,"Publisher : Wiley; 3rd edition (April 18, 2016)
Language : English
Hardcover : 560 pages
ISBN-10 : 1118729277
ISBN-13 : 978-1118729274
Item Weight : 2.84 pounds
Dimensions : 7.3 x 1.4 x 10.1 inches",,Na,Na,Na
172,Blockchain Basics: A Non-Technical Introduction in 25 Steps,Daniel Drescher,4.4 out of 5,648 ratings,$18.79,Na,Computer Science,"Publisher : Apress; 1st ed. edition (March 16, 2017)
Language : English
Paperback : 270 pages
ISBN-10 : 1484226038
ISBN-13 : 978-1484226032
Item Weight : 13.8 ounces
Dimensions : 6.1 x 0.63 x 9.25 inches",,Na,Na,Na
173,Expert Data Modeling with Power BI: Get the best out of Power BI by building optimized data models for reporting and business needs,Soheil Bakhshi,4.8 out of 5,53 ratings,$46.53,Na,Software,"Publisher : Packt Publishing (June 11, 2021)
Language : English
Paperback : 612 pages
ISBN-10 : 1800205694
ISBN-13 : 978-1800205697
Item Weight : 2.29 pounds
Dimensions : 7.5 x 1.38 x 9.25 inches",Na,Na,Na,Na
174,CCSK Certificate of Cloud Security Knowledge All-in-One Exam Guide,Graham Thompson,4.6 out of 5,220 ratings,$34.72,Na,Certification,"Publisher : McGraw Hill; 1st edition (March 6, 2020)
Language : English
Paperback : 368 pages
ISBN-10 : 1260460088
ISBN-13 : 978-1260460087
Item Weight : 1.18 pounds
Dimensions : 7.5 x 0.75 x 9.25 inches",Na,Na,Na,Na
175,Ew 101: A First Course in Electronic Warfare (Artech House Radar Library (Hardcover)),David L Adamy,4.4 out of 5,47 ratings,$129.00,$68.88,Networking & Cloud Computing,"Publisher : Artech House Publishers; 1st edition (February 1, 2001)
Language : English
Hardcover : 328 pages
ISBN-10 : 1580531695
ISBN-13 : 978-1580531696
Item Weight : 1.27 pounds
Dimensions : 6.37 x 0.9 x 9.36 inches",,Na,Na,Part of: Artech House Radar Library (10 books)
176,"Learn Robotics Programming: Build and control AI-enabled autonomous robots using the Raspberry Pi and Python, 2nd Edition",Danny Staple,4.4 out of 5,87 ratings,$33.51,Na,Hardware & DIY,"Publisher : Packt Publishing; 2nd ed. edition (February 12, 2021)
Language : English
Paperback : 602 pages
ISBN-10 : 1839218800
ISBN-13 : 978-1839218804
Item Weight : 2.25 pounds
Dimensions : 7.5 x 1.36 x 9.25 inches",Na,Na,Na,Na
177,"Learning RSLogix 5000 Programming: Build robust PLC solutions with ControlLogix, CompactLogix, and Studio 5000/RSLogix 5000, 2nd Edition",Austin Scott,4.4 out of 5,71 ratings,$41.99,Na,Programming,"Publisher : Packt Publishing (July 6, 2020)
Language : English
Paperback : 384 pages
ISBN-10 : 1789532469
ISBN-13 : 978-1789532463
Item Weight : 1.45 pounds
Dimensions : 7.5 x 0.87 x 9.25 inches",Na,Na,Na,Na
178,"Practical Packet Analysis, 3rd Edition: Using Wireshark to Solve Real-World Network Problems",Chris Sanders,4.8 out of 5,252 ratings,$45.66,Na,Networking & Cloud Computing,"Publisher : No Starch Press; 3rd edition (March 30, 2017)
Language : English
Paperback : 368 pages
ISBN-10 : 1593278020
ISBN-13 : 978-1593278021
Item Weight : 1.5 pounds
Dimensions : 7 x 0.91 x 9.25 inches",,Na,Na,Na
179,AZ-900: Microsoft Azure Fundamentals: Study Guide with Practice Questions & Labs: Fifth Edition - 2023,IP Specialist,4.6 out of 5,3 ratings,$19.99,Na,Certification,"ASIN : B0BQGHP873
Publisher : Independently published (December 19, 2022)
Language : English
Paperback : 498 pages
ISBN-13 : 979-8370324758
Item Weight : 3.19 pounds
Dimensions : 8.27 x 1.13 x 11.69 inches",Na,Na,Na,Na
180,"Digital Forensics and Incident Response: Incident response tools and techniques for effective cyber threat response, 3rd Edition",Gerard Johansen,5 out of 5,3 ratings,$54.99,Na,Networking & Cloud Computing,"Publisher : Packt Publishing; 3rd ed. edition (December 16, 2022)
Language : English
Paperback : 532 pages
ISBN-10 : 1803238674
ISBN-13 : 978-1803238678
Item Weight : 2 pounds
Dimensions : 7.5 x 1.2 x 9.25 inches",Na,Na,Na,Na
181,Programming Bitcoin: Learn How to Program Bitcoin from Scratch,Jimmy Song,4.6 out of 5,155 ratings,$41.49,Na,Industries,"Publisher : O'Reilly Media; 1st edition (March 12, 2019)
Language : English
Paperback : 322 pages
ISBN-10 : 1492031496
ISBN-13 : 978-1492031499
Item Weight : 1.1 pounds
Dimensions : 7 x 0.6 x 9.1 inches",Na,Na,Na,Na
182,"CCSP Certified Cloud Security Professional All-in-One Exam Guide, Third Edition",Daniel Carter,4.7 out of 5,4 ratings,$60.00,Na,Certification,"Publisher : McGraw Hill; 3rd edition (November 18, 2022)
Language : English
Paperback : 480 pages
ISBN-10 : 1264842201
ISBN-13 : 978-1264842209
Item Weight : 1.81 pounds
Dimensions : 7.6 x 1.6 x 8.8 inches",Na,Na,Na,Na
183,"API Testing and Development with Postman: A practical guide to creating, testing, and managing APIs for automated software testing",Dave Westerveld,4.3 out of 5,47 ratings,$39.99,Na,Programming,"Publisher : Packt Publishing (May 7, 2021)
Language : English
Paperback : 340 pages
ISBN-10 : 1800569203
ISBN-13 : 978-1800569201
Item Weight : 1.29 pounds
Dimensions : 7.5 x 0.77 x 9.25 inches",Na,Na,Na,Na
184,CCISO Certified Chief Information Security Officer All-in-One Exam Guide,Steven Bennett,4.8 out of 5,58 ratings,$46.60,Na,Certification,"Publisher : McGraw Hill; 1st edition (December 2, 2020)
Language : English
Paperback : 400 pages
ISBN-10 : 1260463923
ISBN-13 : 978-1260463927
Item Weight : 1.52 pounds
Dimensions : 7.3 x 0.9 x 9.1 inches",Na,Na,Na,Na
185,Residential Design Using AutoCAD 2022,Daniel John Stine,4.7 out of 5,12 ratings,$60.83,Na,Graphics & Design,"Publisher : SDC Publications; 1st edition (June 5, 2021)
Language : English
Paperback : 430 pages
ISBN-10 : 163057449X
ISBN-13 : 978-1630574499
Item Weight : 2.15 pounds
Dimensions : 8.58 x 0.91 x 11.14 inches",,Na,Na,Na
186,Column Generation (Gerad 25th Anniversary),Guy Desaulniers,4 out of 5,1 rating,$219.99,Na,Mathematics,"Publisher : Springer; 2005th edition (April 20, 2005)
Language : English
Hardcover : 373 pages
ISBN-10 : 0387254854
ISBN-13 : 978-0387254852
Item Weight : 3.42 pounds
Dimensions : 6.14 x 0.88 x 9.21 inches",Na,Na,Na,Na
187,Adobe Creative Cloud All-in-One For Dummies (For Dummies (Computer/Tech)),Jennifer Smith,4.4 out of 5,64 ratings,$49.99,Na,Graphics & Design,"Publisher : For Dummies; 3rd edition (April 13, 2021)
Language : English
Paperback : 768 pages
ISBN-10 : 1119724147
ISBN-13 : 978-1119724148
Item Weight : 2.25 pounds
Dimensions : 7.4 x 1.9 x 9.2 inches",Na,Na,Na,Na
188,CompTIA Data+ Study Guide: Exam DA0-001,Mike Chapple,4.6 out of 5,51 ratings,$34.49,Na,Certification,"Publisher : Sybex; 1st edition (March 25, 2022)
Language : English
Paperback : 368 pages
ISBN-10 : 1119845254
ISBN-13 : 978-1119845256
Item Weight : 1.35 pounds
Dimensions : 7.38 x 0.83 x 9.25 inches",Na,Na,Na,Na
189,Navigating the Labyrinth: An Executive Guide to Data Management,Laura Sebastian-Coleman,4.5 out of 5,106 ratings,$20.03,Na,Industries,"Publisher : Technics Publications; First edition (May 14, 2018)
Language : English
Paperback : 208 pages
ISBN-10 : 1634623754
ISBN-13 : 978-1634623759
Item Weight : 11.3 ounces
Dimensions : 6 x 0.47 x 9 inches",Na,Na,Na,Na
190,Logic Pro X 10.5 - Apple Pro Training Series: Professional Music Production,David Nahmani,4.7 out of 5,194 ratings,$59.99,$30.00,Home Improvement & Design,"Publisher : Peachpit Press; 1st edition (September 18, 2020)
Language : English
Paperback : 528 pages
ISBN-10 : 0136886620
ISBN-13 : 978-0136886624
Reading age : 1 year and up
Item Weight : 2.27 pounds
Dimensions : 7.4 x 1.1 x 9.05 inches",,Na,Na,Part of: Apple Pro Training (63 books)
191,Hackers: Heroes of the Computer Revolution: 25th Anniversary Edition,Steven Levy,4.6 out of 5,529 ratings,$0.00,Na,Programming,Na,,Na,Na,Na
192,Technology Strategy Patterns: Architecture as Strategy,Eben Hewitt,4.3 out of 5,197 ratings,$39.99,Na,Programming,"Publisher : O'Reilly Media; 1st edition (November 20, 2018)
Language : English
Paperback : 300 pages
ISBN-10 : 1492040878
ISBN-13 : 978-1492040873
Item Weight : 14.4 ounces
Dimensions : 6 x 0.63 x 9 inches",Na,Na,Na,Na
193,Mastering Regular Expressions,Jeffrey E. F. Friedl,4.6 out of 5,303 ratings,$59.29,Na,Programming,"Publisher : O'Reilly Media; Third edition (August 18, 2006)
Language : English
Paperback : 544 pages
ISBN-10 : 0596528124
ISBN-13 : 978-0596528126
Item Weight : 1.89 pounds
Dimensions : 7 x 1.3 x 9.19 inches",,Na,Na,Na
194,Salesforce Architect's Handbook: A Comprehensive End-to-End Solutions Guide,Dipanker Jyoti,4.5 out of 5,152 ratings,$42.99,Na,Databases & Big Data,"Publisher : Apress; 1st ed. edition (January 21, 2021)
Language : English
Paperback : 412 pages
ISBN-10 : 1484266307
ISBN-13 : 978-1484266304
Item Weight : 1.57 pounds
Dimensions : 7.01 x 0.93 x 10 inches",Na,Na,Na,Na
195,"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control",Steven L. Brunton,4.7 out of 5,237 ratings,$64.99,Na,Computer Science,"Publisher : Cambridge University Press; 1st edition (April 18, 2019)
Language : English
Hardcover : 492 pages
ISBN-10 : 1108422098
ISBN-13 : 978-1108422093
Item Weight : 2.62 pounds
Dimensions : 7.25 x 1 x 10.25 inches",,Na,Na,Na
196,Assembly Language For X86 Processors,KIP R. IRVINE,4.4 out of 5,178 ratings,Na,Na,Na,"ASIN : 9352869184
Publisher : PEARSON INDIA; 7th edition (January 1, 2014)
Language : English
ISBN-10 : 9789352869183
ISBN-13 : 978-9352869183
Item Weight : 1.9 pounds
Dimensions : 7.99 x 10 x 1.85 inches",Na,Na,Na,Na
197,"Technology In Action, Complete",Alan Evans,4.5 out of 5,133 ratings,$156.50,$54.18,Management & Leadership,"Publisher : Pearson; 16th edition (February 18, 2019)
Language : English
Paperback : 624 pages
ISBN-10 : 0135435196
ISBN-13 : 978-0135435199
Item Weight : 2.29 pounds
Dimensions : 8.55 x 1 x 10.8 inches",,Na,Na,Na
198,"SQL for Data Analytics: Harness the power of SQL to extract insights from data, 3rd Edition",Jun Shan,4.6 out of 5,40 ratings,$44.99,Na,Databases & Big Data,"Publisher : Packt Publishing; 3rd ed. edition (August 29, 2022)
Language : English
Paperback : 540 pages
ISBN-10 : 180181287X
ISBN-13 : 978-1801812870
Item Weight : 2.03 pounds
Dimensions : 7.5 x 1.22 x 9.25 inches",Na,Na,Na,Na
199,Understanding Software Dynamics (Addison-Wesley Professional Computing Series),Richard L. Sites,4.6 out of 5,23 ratings,$47.49,Na,Hardware & DIY,"Publisher : Addison-Wesley Professional; 1st edition (December 10, 2021)
Language : English
Paperback : 464 pages
ISBN-10 : 0137589735
ISBN-13 : 978-0137589739
Item Weight : 1.94 pounds
Dimensions : 7 x 1.15 x 9.1 inches",Na,Na,Na,Part of: Addison-Wesley Professional Computing (13 books)
200,macOS Monterey For Dummies (For Dummies (Computer/Tech)),Bob LeVitus,4.3 out of 5,202 ratings,$22.99,Na,Operating Systems,"Publisher : For Dummies; 1st edition (November 12, 2021)
Language : English
Paperback : 512 pages
ISBN-10 : 1119836964
ISBN-13 : 978-1119836964
Item Weight : 1.5 pounds
Dimensions : 7.38 x 1.16 x 9.25 inches",Na,Na,Na,Na
201,"Practice of System and Network Administration, The: DevOps and other Best Practices for Enterprise IT, Volume 1",Thomas Limoncelli,4.8 out of 5,146 ratings,$57.99,$29.00,Networking & Cloud Computing,"ASIN : 0321919165
Publisher : Addison-Wesley Professional; 3rd edition (November 4, 2016)
Language : English
Paperback : 1232 pages
ISBN-10 : 9780321919168
ISBN-13 : 978-0321919168
Item Weight : 3.34 pounds
Dimensions : 7 x 1.75 x 9.1 inches",,Na,Na,Book 1 of 1: Practice of System and Network Administration
202,AutoCAD 2023 Tutorial First Level 2D Fundamentals,Randy H. Shih,Na,Na,$84.00,Na,Graphics & Design,"Publisher : SDC Publications; 1st edition (September 17, 2022)
Language : English
Paperback : 500 pages
ISBN-10 : 1630575011
ISBN-13 : 978-1630575014
Item Weight : 2.45 pounds
Dimensions : 8.54 x 1.06 x 11.14 inches",Na,Na,Na,Na
203,Practical Threat Intelligence and Data-Driven Threat Hunting: A hands-on guide to threat hunting with the ATT&CK™ Framework and open source tools,Valentina Costa-Gazcón,4.7 out of 5,138 ratings,$41.99,Na,Computer Science,"Publisher : Packt Publishing (February 12, 2021)
Language : English
Paperback : 398 pages
ISBN-10 : 1838556370
ISBN-13 : 978-1838556372
Reading age : 1 year and up
Item Weight : 1.5 pounds
Dimensions : 7.5 x 0.9 x 9.25 inches",Na,Na,Na,Na
204,Intelligence-Driven Incident Response: Outwitting the Adversary,Scott J. Roberts,4.7 out of 5,101 ratings,$53.38,Na,Computer Science,"ASIN : 1491934948
Publisher : O'Reilly Media; 1st edition (September 19, 2017)
Language : English
Paperback : 284 pages
ISBN-10 : 9781491934944
ISBN-13 : 978-1491934944
Item Weight : 1.47 pounds
Dimensions : 6.9 x 0.7 x 9 inches",Na,Na,Na,Na
