,link,brief,id,price,price_per_unit,address,facilities_key,facilities_value
50,https://propzy.vn/mua/nha/hcm/quan-3/id278279,"Bán nhà 2 mặt tiền đường phường 2, quận 3",id278279,80 tỷ,"1,05 tỷ/m²","Đ.Nguyễn Đình Chiểu, P.2, Q.3, Hồ Chí Minh","['ic ic-bed', 'ic ic-bath', 'ic ic-acreage', 'ic ic-compass']","['6', '6', '75.6m²', 'T.Bắc']"
51,https://propzy.vn/mua/dat-nen/hcm/quan-8/id413481,Bán Đất Nền Quận 8 - Gần chợ và bến xe,id413481,80 tỷ,"44,38 triệu/m²","Đ.Bùi Minh Trực, P.6, Q.8, Hồ Chí Minh","['ic ic-acreage', 'ic ic-compass']","['1802.4m²', 'Đông']"
52,https://propzy.vn/mua/nha/hcm/quan-binh-thanh/id255009,Bán nhà hàng ĐẠI NAM HƯNG Mặt tiền Nơ Trang Long p13 quận Bình Thạnh .,id255009,80 tỷ,"202,02 triệu/m²","Đ.Nơ Trang Long, P.13, Q.Bình Thạnh, Hồ Chí Minh","['ic ic-bed', 'ic ic-bath', 'ic ic-acreage', 'ic ic-compass']","['33', '35', '396m²', 'Đ.Nam']"
53,https://propzy.vn/mua/dat-nen/hcm/quan-7/id375092,Bán Đất Nền Mặt Tiền Đường Phường Bình Thuận  Quận 7 - Thích Hợp Mua Đầu Tư,id375092,80 tỷ,"189,32 triệu/m²","Đ.Nguyễn Thị Thập, P.Bình Thuận, Q.7, Hồ Chí Minh","['ic ic-acreage', 'ic ic-compass']","['422.55m²', 'Nam']"
54,https://propzy.vn/mua/nha/hcm/quan-1/id349954,BÁN NHÀ MẶT TIỀN ĐƯỜNG PHƯỜNG BẾN NGHÉ QUẬN 1,id349954,80 tỷ,"894,65 triệu/m²","Đ.Lê Văn Hưu, P.Bến Nghé, Q.1, Hồ Chí Minh","['ic ic-bath', 'ic ic-acreage', 'ic ic-compass']","['1', '89.42m²', 'T.Nam']"
55,https://propzy.vn/mua/nha/hcm/quan-10/id403510,"Chính chủ bán nhà mặt tiền đường Khu Cư Xá Bắc Hải- Phường 15, Quận 10",id403510,"79,9 tỷ","292,67 triệu/m²","Đ.Thất Sơn, P.15, Q.10, Hồ Chí Minh","['ic ic-bed', 'ic ic-bath', 'ic ic-acreage', 'ic ic-compass']","['13', '14', '273m²', 'Đ.Nam']"
56,https://propzy.vn/mua/nha/hcm/quan-10/id45361,"Bán nhà mặt tiền đường lớn Phường 11 Quận 10, đang cho thuê 12000usd/tháng",id45361,78 tỷ,"918,72 triệu/m²","Đ.Ba Tháng Hai, P.11, Q.10, Hồ Chí Minh","['ic ic-bed', 'ic ic-bath', 'ic ic-acreage', 'ic ic-compass']","['20', '10', '84.9m²', 'T.Bắc']"
57,https://propzy.vn/mua/dat-nen/hcm/quan-6/id153963,Bán Lô Đất Nền Lớn Mặt Tiền Chợ Phú Lâm P13 Q6 - 344m2,id153963,"75,68 tỷ",220 triệu/m²,"Đ.Tân Hòa Đông, P.13, Q.6, Hồ Chí Minh","['ic ic-acreage', 'ic ic-compass']","['344m²', 'Đ.Bắc']"
58,https://propzy.vn/mua/dat-nen/hcm/huyen-nha-be/id395195,Bán Đất Nền Mặt Tiền Đường Xã  Hiệp Phước Huyện Nhà Bè - Thích Hợp Xây Mới Hoặc Đầu Tư,id395195,75 tỷ,"15,27 triệu/m²","Đ.Nguyễn Văn Tạo, X.Hiệp Phước, H.Nhà Bè,","['ic ic-acreage', 'ic ic-compass']","['4911m²', 'Đ.Bắc']"
59,https://propzy.vn/mua/nha/hcm/quan-3/id383601,BÁN NHÀ MẶT TIỀN ĐƯỜNG PHƯỜNG 7 QUẬN 3 ,id383601,75 tỷ,"297,38 triệu/m²","Đ.Sư Thiện Chiếu, P.7, Q.3, Hồ Chí Minh","['ic ic-bath', 'ic ic-acreage', 'ic ic-compass']","['3', '252.2m²', 'Đ.Nam']"
