,image_url,image_name
0,https://cdn.propzy.vn/listing/default_detail.jpg,305298
1,https://propzy.vn/propzy_assests/images/default_detail.jpg,348302
2,https://cdn.propzy.vn/listing/large/2022/04/06/listing_f6838be7b2db959ccfe98d42e63828731bddb2eda9b889100f4c44ee1d664a5c.jpg,412503
3,https://cdn.propzy.vn/listing/default_detail.jpg,236736
4,https://cdn.propzy.vn/listing/large/2021/11/06/listing_6dfb6ad25a2a5941e2ae6ff129080944807b34c7314e7130c011f7105b473cae.jpg,403577
5,https://cdn.propzy.vn/listing/default_detail.jpg,387002
6,https://cdn.propzy.vn/listing/large/2021/01/05/listing_4131ab144448361c46c5a71dbf14097d1ec652f95178b55817e8ae07474d7556.jpg,318507
7,https://propzy.vn/propzy_assests/images/default_detail.jpg,262229
8,https://cdn.propzy.vn/listing/large/2022/04/12/listing_c22dcae582ed793aff9365fd0d7706de6104d836a977440b3d96a733d3f9578f.jpg,412856
9,https://cdn.propzy.vn/listing/large/2020/10/27/listing_48f866f2ce2a8fa28f3524fe5caac7569d49255367cb61ce4475177766200a80.jpg,265270
10,https://cdn.propzy.vn/listing/large/2021/01/23/listing_3368db3f8e036c7e46d30ab20d63fa81048a7948e7c79b394473e1c886a734d5.jpg,329573
11,https://cdn.propzy.vn/listing/large/2022/08/22/listing_06c154190d3a36291c69f47928c9fa2894c659e9d91462b24a7826aed8a920cc.jpg,420125
12,https://cdn.propzy.vn/listing/large/2022/01/14/listing_38cff8bcda6a340d3e88af0825c98ce9aff299e24dfb2150fae1eb1245be2319.jpg,407123
13,https://cdn.propzy.vn/listing/large/2021/06/29/listing_85b8f62e60d55e8a1a53ca735b25a4128a51df4f57d54b850a9d450625f851b8.jpg,386690
14,https://cdn.propzy.vn/listing/large/2020/12/10/listing_e34dc18f6c5b5049fd56d59454d02f83a16ae4c12b11799618d44b7ba2a5aeac.jpg,302180
15,https://cdn.propzy.vn/listing/large/2022/06/30/listing_1b952978956970ae16bfa9654e1587b418e57e861872196f1a74c4c41d9a22dc.jpg,417821
